area_sqft,bedrooms,bathrooms,floors,age,garage,garden,near_school,location_score,price
3755,5,5,3,12,1,1,0,2,1347960
2366,2,3,1,7,0,1,1,8,859357
5566,3,5,1,15,1,1,0,6,1547491
2702,4,2,1,2,0,1,0,1,897158
1767,6,1,1,31,1,0,1,6,885251
3945,5,4,3,5,0,0,0,4,1375534
4439,3,3,3,4,0,0,0,5,1297590
3604,1,4,1,29,0,0,0,4,1025737
1308,3,1,2,36,1,0,1,2,571420
741,6,4,3,18,0,0,0,5,836691
945,5,1,2,28,0,0,0,2,585610
5158,2,2,1,25,0,1,0,9,1331717
632,2,4,1,20,1,1,1,7,652838
4836,1,3,3,13,0,0,1,2,1098365
3713,2,2,1,19,1,0,1,3,1017559
4150,2,2,3,39,0,1,0,1,1079376
3266,3,1,2,35,1,1,1,1,908237
5750,2,5,2,10,1,1,0,6,1512902
5285,4,2,2,25,1,0,1,4,1498588
2236,3,4,2,15,1,0,1,5,863160
2086,5,1,2,30,0,1,0,7,881148
2880,1,4,1,23,0,0,1,4,854056
5251,1,5,1,27,0,0,1,1,1170025
4107,5,1,3,24,1,0,1,3,1278006
1090,5,5,1,10,1,0,1,9,976856
5035,1,1,3,0,0,0,1,5,1273847
1273,5,2,3,1,1,1,0,8,900597
2378,5,2,3,23,1,0,0,5,1031600
1269,4,1,2,26,0,1,1,9,772357
3157,2,3,2,12,0,0,0,9,1054057
2668,3,2,2,14,1,0,1,5,994805
896,5,2,1,27,0,1,0,5,635466
3417,5,1,2,5,1,0,0,5,1153184
4093,4,5,1,25,0,0,1,8,1390501
830,3,4,3,22,1,1,1,8,834697
1939,6,4,1,10,1,1,1,2,939492
4861,5,1,2,19,1,0,0,7,1495522
3535,4,5,2,23,0,0,0,1,1144654
3566,5,2,3,22,0,1,0,5,1295286
1342,4,2,2,14,1,0,1,8,820293
3458,2,2,2,26,0,0,1,8,1035371
3709,5,4,3,16,1,0,1,2,1198434
1264,6,1,3,34,1,0,0,7,926754
3713,1,3,1,16,1,1,0,6,1059431
599,6,3,3,10,0,0,1,5,762902
2999,2,1,1,30,1,1,1,4,914220
2335,1,5,1,10,1,0,1,9,969896
5621,4,2,2,3,0,0,1,7,1587240
763,3,1,1,13,1,0,0,6,501318
4472,2,2,2,21,0,1,0,9,1306441
5297,2,1,1,9,1,1,0,6,1261423
1294,3,3,3,18,0,0,1,7,774173
2069,2,5,3,27,0,0,1,1,749025
2176,5,5,2,19,1,0,1,8,1100235
4326,5,4,3,32,1,1,1,9,1638725
1025,5,5,1,2,1,0,0,8,994927
5668,3,3,2,12,1,1,0,4,1438747
2802,1,1,3,17,0,0,0,8,973953
2348,2,3,2,4,1,1,0,3,811242
5009,5,1,3,9,0,1,0,4,1473398
2729,5,3,2,37,0,1,1,2,980523
2235,1,2,1,34,1,0,1,2,651113
4513,3,5,3,18,0,0,0,6,1443775
3825,4,4,3,2,1,0,0,3,1211053
3501,3,2,1,14,0,0,1,8,1066076
422,4,2,3,23,1,0,0,1,491608
3519,6,1,2,24,1,0,1,4,1193306
4934,1,1,2,16,0,0,0,9,1281325
4707,1,3,1,29,0,0,0,3,1035666
3965,6,5,3,4,1,1,0,4,1537868
905,1,4,3,2,0,1,1,2,581739
422,2,1,2,0,0,0,1,8,591927
2999,1,3,3,20,0,1,0,4,891786
3023,1,1,3,35,0,1,1,8,1009804
471,5,3,3,13,1,0,0,8,847387
3869,5,5,3,10,0,1,0,3,1323920
3851,2,3,3,35,0,1,0,9,1312135
4966,3,5,2,12,1,0,1,1,1353657
5373,4,2,1,39,0,1,1,5,1464442
5521,1,4,3,37,0,1,1,8,1423256
1801,3,1,3,6,0,1,1,2,736782
403,3,2,3,21,1,1,1,3,429445
5784,4,4,3,34,0,1,0,2,1543919
2474,2,2,3,9,0,1,1,1,731258
3486,5,2,2,32,0,0,1,5,1193741
4819,6,5,3,19,1,0,0,9,1668978
2675,1,5,3,23,1,1,0,8,1031788
2216,4,4,2,21,1,1,1,4,909043
4235,3,3,1,11,0,1,1,5,1204670
470,2,4,2,28,0,1,0,7,548122
1139,5,1,2,14,0,0,0,7,745078
1831,1,3,3,1,1,1,0,7,787631
2559,6,1,3,4,0,0,1,3,1047147
1592,4,2,1,33,0,0,0,3,664604
892,6,5,2,0,1,1,0,1,771785
3758,2,5,3,25,1,1,0,7,1338857
2852,6,1,2,5,0,1,1,2,1006041
2522,1,4,3,37,0,1,0,9,931094
861,3,3,1,8,0,1,1,6,735658
4765,5,1,3,24,1,0,0,1,1211821
4833,5,5,3,33,1,1,1,7,1587044
5927,6,3,1,13,0,0,1,7,1727522
2135,4,4,3,36,0,0,1,5,953024
2984,2,2,2,20,1,0,1,8,1019875
4465,2,5,2,39,1,0,1,3,1186345
4603,4,1,2,7,0,0,1,3,1211873
5607,2,4,3,27,0,1,1,7,1589343
417,3,1,2,0,0,0,0,6,515423
4337,6,2,2,11,1,1,0,2,1398584
2105,1,3,2,1,0,0,1,9,913552
2258,6,5,2,28,1,0,0,2,969294
1563,3,5,1,35,1,0,0,8,936771
2772,2,3,2,23,1,0,0,5,941496
2530,6,2,3,8,0,0,0,2,1077885
672,3,5,1,37,1,0,1,1,506463
4666,4,1,2,27,0,0,0,8,1354869
5611,6,3,2,24,1,0,1,9,1799827
3749,2,3,3,26,0,1,1,9,1232696
5199,3,2,2,27,0,0,1,7,1371002
3865,2,2,2,31,0,1,0,6,1069209
2808,1,3,1,27,0,1,1,4,786869
4117,6,1,1,37,1,0,1,6,1347210
5536,2,2,3,9,0,0,0,6,1360592
2779,4,5,2,36,1,0,0,8,1137208
1870,6,3,1,34,0,0,0,4,852882
4181,5,1,3,39,0,0,1,6,1333595
890,4,3,1,11,1,0,0,8,760745
4417,2,2,1,16,1,1,1,6,1276978
3667,6,3,1,39,1,0,0,5,1294365
2344,1,3,1,9,0,0,1,5,824087
1456,1,5,1,9,1,0,0,8,760593
1160,1,3,2,10,1,1,0,6,617365
5520,2,2,2,5,0,0,1,4,1400558
2014,5,2,2,28,1,1,1,4,921243
2592,3,4,2,22,0,1,0,8,1033683
2889,2,3,2,32,1,1,0,7,1072107
3618,5,3,2,20,1,0,1,5,1290120
1793,4,2,3,6,1,0,1,8,1033298
4834,1,2,3,6,1,1,0,8,1324450
3043,1,2,2,37,1,0,0,8,955118
4240,3,2,1,1,1,1,0,1,1135496
5734,5,3,1,17,0,0,1,6,1585497
2079,1,5,1,35,0,1,0,2,678089
2087,6,4,1,21,1,0,1,1,883224
5470,4,2,1,28,1,1,1,7,1537220
2639,3,1,1,34,1,0,0,8,926245
2377,2,2,3,9,1,0,0,3,822502
5455,2,5,2,29,1,1,1,1,1380528
3695,4,4,2,17,0,1,1,7,1355007
5961,2,1,2,22,1,0,1,5,1455836
5388,5,2,3,34,0,1,0,3,1401189
4167,5,2,2,22,1,1,1,8,1359083
5358,3,4,3,11,0,0,0,5,1562296
1182,5,1,2,8,1,1,0,8,920127
5328,2,3,2,25,1,1,1,2,1345012
2304,3,3,2,16,0,0,0,7,919926
1819,3,4,1,16,1,1,0,7,976974
5759,2,5,3,1,1,1,1,7,1723739
3177,4,2,2,3,0,0,0,8,1217029
4506,1,1,1,15,0,0,1,5,1088151
3403,1,2,3,27,0,0,1,6,944293
4271,3,2,1,24,1,1,0,5,1151564
4241,5,1,3,27,1,1,1,6,1363123
3865,1,4,3,36,1,1,1,4,1052852
2571,3,2,1,20,1,1,1,4,929214
1597,2,1,1,15,1,0,1,6,710007
1541,5,3,2,27,1,1,1,6,969512
4938,6,1,1,31,1,1,0,2,1362366
4781,4,5,3,15,0,1,1,9,1693563
2116,6,4,3,31,0,0,0,6,1113951
1188,2,5,2,6,1,1,1,8,906346
5345,6,3,1,24,0,1,1,8,1751834
5506,1,3,3,27,1,1,0,2,1314051
3703,2,3,2,22,0,1,1,4,1022665
1887,5,3,2,33,0,0,0,4,857356
3840,6,3,1,33,0,0,1,6,1352253
1590,6,5,2,33,0,1,0,9,1159312
2988,5,1,3,35,1,0,0,2,941056
3837,3,2,3,27,1,0,1,5,1227529
967,5,1,1,11,0,1,0,6,737545
5446,1,5,1,30,0,1,0,9,1472511
2623,3,2,1,24,1,0,1,2,865246
1711,3,2,3,1,1,1,1,8,873752
4297,4,4,1,26,0,1,0,7,1317690
1757,1,4,3,16,0,0,0,8,861904
5737,5,5,1,13,0,1,1,7,1710584
1748,2,1,1,6,0,0,1,4,583351
427,4,3,3,5,1,1,1,6,759309
3287,3,1,2,28,0,1,1,8,1104922
4223,5,4,1,36,1,1,1,1,1328004
880,1,4,2,29,0,0,1,1,435195
5276,4,2,3,17,1,1,1,6,1524807
4963,1,5,3,9,1,1,0,8,1517672
1697,4,4,2,29,0,0,1,8,1018980
3394,5,3,1,2,0,0,0,4,1224184
4545,5,1,3,5,0,0,0,7,1389814
3427,4,4,2,35,1,1,0,1,1046360
3184,2,2,1,39,0,1,0,3,897057
4324,1,5,2,1,1,1,0,2,1193482
3773,3,2,3,20,1,0,1,2,1132327
423,2,4,1,37,0,0,1,4,502996
3435,6,2,1,6,1,1,1,8,1396261
2452,4,2,1,20,1,0,1,6,1040529
4397,6,1,3,32,0,1,0,9,1430914
5818,2,5,3,1,1,1,0,6,1637094
4086,6,3,3,27,1,1,0,4,1329501
5917,1,4,3,39,1,0,0,6,1471132
2163,1,2,1,34,1,0,0,4,678887
3891,6,2,3,38,1,0,1,1,1211177
2182,1,1,1,30,1,0,1,7,737656
4727,4,1,3,24,0,1,1,9,1445757
3236,6,2,3,27,0,0,0,3,1127522
2793,1,2,2,10,1,0,0,9,897506
5873,6,3,3,5,0,0,0,7,1872239
5047,3,1,3,1,1,1,0,2,1334924
3677,3,4,1,31,0,1,0,6,1130285
1210,4,1,3,13,1,1,1,5,796026
970,3,1,1,23,1,0,0,1,390043
3008,2,5,1,17,0,0,0,2,844069
2622,6,4,1,19,0,0,0,5,1195950
691,6,3,2,22,0,0,1,8,814176
777,2,5,1,2,1,0,0,3,548404
2285,2,4,3,13,1,0,1,4,916643
2299,5,4,1,26,1,1,0,9,1152316
2480,2,1,1,35,1,0,1,3,757960
1019,5,3,2,12,1,0,0,8,946846
1806,6,5,1,5,0,0,1,4,1006579
742,4,4,2,21,1,0,0,9,749095
1229,4,2,2,16,0,0,1,5,711092
2360,4,2,3,0,1,0,1,7,1076104
860,1,5,3,25,1,1,1,4,568718
2667,2,1,3,23,1,1,1,9,1044883
3691,6,4,2,17,1,0,1,9,1531883
5282,2,1,2,20,1,1,0,8,1448241
5620,1,1,1,12,0,0,0,9,1423322
4014,2,5,3,21,0,0,1,4,1155270
1985,1,4,3,5,1,0,0,7,800394
3129,1,4,1,19,0,1,0,1,870520
4342,5,5,1,22,0,0,0,8,1520035
416,2,1,1,39,1,0,1,5,366451
1131,4,5,3,13,1,0,1,2,775506
1739,4,1,1,0,0,1,1,6,841733
1186,5,3,3,17,1,1,1,9,982640
3145,3,3,3,32,1,1,1,6,1127261
2662,5,3,3,38,0,0,0,2,1037446
1975,4,5,2,37,0,0,1,6,906888
5308,4,1,2,27,1,0,0,3,1333438
4537,5,4,1,7,1,1,1,7,1486441
2261,1,4,1,13,0,1,1,1,680514
5671,6,2,1,9,0,0,1,6,1663281
4196,6,1,2,36,0,0,1,5,1393107
4829,1,4,1,33,0,1,1,6,1243705
5671,2,1,2,17,0,0,1,7,1467607
544,6,5,3,15,0,0,1,6,817731
2570,1,2,2,17,0,0,0,4,728547
3586,1,2,3,10,0,0,0,6,961473
4494,4,5,2,19,0,1,1,6,1446324
1277,4,1,2,17,0,1,0,8,764843
1330,2,5,2,30,1,0,1,2,633487
5728,2,2,1,34,0,1,1,6,1488279
5803,5,2,3,10,0,0,0,1,1543661
1105,2,4,1,15,1,0,0,3,614784
5041,2,1,3,0,0,0,0,5,1230087
3536,1,5,3,30,0,1,1,9,1243878
3070,1,3,2,18,0,1,0,6,885601
2319,6,1,2,27,0,0,0,6,1003568
842,3,3,2,23,0,0,1,3,481353
3493,3,1,3,16,1,1,1,7,1146185
4921,4,2,2,35,0,1,1,4,1392093
2835,5,2,1,37,1,1,0,2,914524
499,5,3,1,30,0,0,0,5,648469
2203,1,3,3,4,1,0,1,6,836632
3764,4,2,3,16,1,1,1,1,1172321
5247,5,5,1,11,0,0,1,5,1629076
1481,5,3,3,18,0,1,0,4,878715
2510,5,4,2,16,1,1,1,6,1190572
1750,5,5,3,29,1,1,0,2,845340
5998,1,3,3,9,0,1,0,7,1487963
5396,1,4,2,16,1,0,1,7,1485300
490,5,5,2,21,1,0,1,1,583630
5864,4,3,2,17,0,0,0,5,1630915
4000,2,2,2,13,1,1,1,9,1246845
2310,6,5,1,17,0,0,0,7,1163130
2346,2,1,1,33,0,1,0,2,595354
1088,3,1,1,10,1,0,1,2,518606
4588,4,3,2,1,0,1,0,7,1370999
3787,2,3,2,11,1,1,1,4,1050442
1962,6,4,3,1,0,0,1,9,1259736
992,1,3,2,32,1,1,1,3,532070
1036,1,4,3,6,1,0,0,9,733910
1759,6,4,2,30,0,0,1,4,902142
2328,2,5,2,29,0,1,0,1,844612
4240,2,4,2,31,1,0,0,3,1086717
3992,1,2,2,0,0,1,1,6,1052904
1729,5,4,1,26,1,0,0,5,919383
3926,4,4,1,19,1,1,1,5,1321703
1332,6,3,1,6,0,0,0,1,736940
1154,5,4,1,2,1,0,0,1,731642
907,5,4,2,4,1,1,1,7,945275
4629,1,4,2,10,0,1,0,5,1165808
2612,1,4,1,4,1,0,1,6,938984
1549,5,4,1,10,1,1,1,5,929188
3254,6,5,2,6,0,1,1,6,1319965
1844,3,4,2,2,1,1,1,9,1078846
5721,1,3,2,4,0,1,0,5,1340745
3991,1,4,1,35,0,1,0,1,941725
934,3,3,2,4,0,1,0,9,756328
1667,2,2,3,29,0,0,0,6,738185
2262,1,2,1,31,0,1,1,7,812535
3844,3,1,1,38,1,0,1,9,1114998
1614,2,1,2,39,0,1,1,8,688172
2001,2,5,1,37,1,0,1,4,735070
2741,3,3,2,38,1,0,1,1,769595
5155,1,1,3,13,0,0,1,9,1391684
2350,4,4,1,29,1,1,1,3,894413
4141,6,1,1,6,1,1,1,5,1275459
4200,5,3,1,36,1,0,1,7,1326362
4505,3,3,2,29,1,0,0,5,1294605
1099,6,1,3,17,1,1,1,8,947679
4376,4,5,3,33,1,1,0,5,1349047
4346,5,1,1,11,1,1,0,1,1128706
5321,2,3,3,4,0,0,1,9,1463618
2351,1,5,2,9,1,0,0,5,892558
1511,6,2,2,7,0,1,0,1,745599
2847,1,3,1,39,1,1,0,2,749009
509,4,3,2,7,0,0,0,5,707308
2866,6,5,1,8,1,0,0,3,1197220
3716,5,4,3,25,1,0,1,2,1185548
1342,2,3,1,25,0,0,0,4,591372
1917,3,5,1,29,1,0,0,6,945081
4128,2,4,1,38,0,0,1,3,1161482
4691,5,4,2,1,0,1,1,2,1441532
2082,3,5,3,10,1,0,0,6,1001136
4709,5,1,1,34,0,1,1,3,1284573
916,6,2,1,11,1,0,1,4,718455
2624,1,1,3,36,1,1,1,1,596559
5006,4,1,2,30,0,0,1,6,1382251
2927,5,1,1,9,1,1,1,9,1199910
2187,1,5,2,2,1,0,1,7,842077
3344,4,3,3,23,0,1,1,1,993643
5455,2,1,3,34,1,0,0,3,1324151
4963,3,3,1,6,1,0,0,9,1546662
3336,6,5,2,1,1,1,0,5,1443486
2821,1,5,2,14,1,1,1,9,1076858
5439,5,3,3,19,0,0,1,3,1545637
4980,6,2,1,30,1,0,1,8,1550183
907,5,3,2,21,0,0,1,3,728915
5659,6,3,2,15,0,1,1,6,1668382
2465,6,5,3,36,0,0,1,7,1212834
4100,6,3,1,36,1,1,1,3,1276514
700,2,2,1,31,1,1,0,3,475841
4034,6,3,2,19,1,0,1,9,1548465
3886,5,1,2,14,0,0,1,1,1071024
1105,1,5,1,20,1,1,0,4,630641
3260,5,4,3,7,1,1,1,6,1292938
3018,3,3,2,22,1,1,0,7,1055586
2321,1,2,2,1,1,1,0,7,792657
2785,4,1,1,10,1,1,1,3,941971
1095,5,2,3,35,1,1,0,2,678669
2226,6,1,3,19,0,1,0,6,1067322
5435,1,2,1,36,0,0,1,1,1147018
5279,3,3,2,1,0,1,1,2,1395522
5816,5,2,1,26,1,1,0,2,1559979
4093,5,5,2,9,1,1,1,8,1551892
2131,5,3,3,26,0,1,1,7,1093851
3759,2,1,3,35,1,1,0,1,882881
3715,3,1,1,33,0,1,0,2,904902
2787,5,5,3,23,0,1,0,2,1172958
4894,2,3,3,11,1,1,0,2,1259017
2849,2,1,2,2,0,0,0,3,844216
4434,4,4,1,26,0,0,0,4,1338535
3671,1,4,2,20,1,1,0,3,951375
3244,6,5,1,1,1,0,1,8,1443580
4624,5,4,2,18,1,1,1,5,1509066
2810,6,1,3,13,1,0,0,6,1121260
2565,6,3,1,6,0,1,1,7,1172567
2678,3,5,1,3,1,0,1,4,1085918
3025,6,2,3,18,1,1,1,4,1189538
4900,4,3,2,1,0,1,0,8,1462716
4656,5,4,1,7,0,1,1,6,1509679
2311,5,3,1,10,0,0,0,3,974165
4598,2,5,1,31,0,0,1,9,1405699
2376,6,2,3,16,0,0,1,7,1161989
4023,6,1,1,26,0,1,0,4,1314798
1622,5,2,2,9,0,0,0,8,902340
1950,4,2,3,23,1,0,1,8,1046870
856,5,3,1,21,1,0,1,2,724476
5165,5,1,1,9,1,0,1,1,1306278
2235,1,2,1,19,0,0,0,4,670265
2118,1,3,1,34,0,1,1,1,604501
1924,1,2,3,16,1,0,0,1,542450
3488,4,4,1,35,1,1,1,2,1135054
2421,3,5,3,5,0,0,1,6,1097442
2358,5,1,1,37,1,0,0,9,996550
2276,3,2,1,17,1,1,1,8,1008524
4370,6,3,1,16,1,1,0,1,1362703
1844,4,1,1,25,1,1,0,9,860402
4492,6,5,2,37,0,0,0,9,1662656
3973,2,2,3,0,1,1,0,9,1345075
4186,6,1,3,14,1,0,1,4,1350321
4697,3,4,1,13,1,0,0,5,1267955
601,6,2,3,24,0,1,1,1,568911
1960,2,1,2,9,0,1,0,9,806166
2975,6,4,2,37,0,0,0,5,1112313
5190,4,4,1,31,0,1,1,9,1601474
3573,4,5,1,38,0,0,0,6,1227610
2693,4,3,1,23,1,1,1,1,887225
3662,2,2,1,7,0,0,1,4,980466
451,6,4,3,19,0,1,0,6,843970
4892,2,4,3,26,0,1,0,4,1355558
3834,3,3,1,25,1,1,0,2,1128265
3320,1,5,2,24,1,0,1,5,1000957
5859,1,3,1,2,1,1,1,2,1414987
3479,1,3,3,31,1,0,1,4,913006
1928,3,4,2,8,0,0,0,6,884854
2862,6,5,3,21,0,0,1,8,1279146
2437,2,3,3,20,0,1,0,3,855301
5739,6,1,1,18,1,0,1,9,1665624
5996,1,4,2,3,0,1,0,6,1481510
2041,4,3,3,33,1,1,0,3,929814
2765,3,1,2,18,0,0,1,8,1063553
4401,4,3,3,37,1,0,1,3,1225576
1379,5,2,2,4,1,0,1,3,821523
5460,4,4,1,25,1,0,1,1,1442923
3562,2,4,1,19,1,1,1,4,1045692
1012,5,5,3,37,1,1,0,3,880567
3502,2,2,3,33,0,1,0,2,952818
1584,2,3,2,23,0,0,0,3,632970
2031,3,5,2,22,0,0,0,8,944043
1248,3,4,1,19,1,0,0,8,756910
5434,5,4,2,6,1,1,1,9,1793677
4262,6,4,1,19,0,0,0,3,1343848
3455,4,3,2,36,1,1,1,6,1128337
4536,1,5,1,39,1,0,0,7,1252297
5748,5,1,3,18,1,0,0,6,1683019
4234,4,4,2,39,0,0,0,7,1337394
5384,6,3,2,31,1,0,0,2,1502438
4064,4,5,1,16,1,1,0,9,1487763
2047,4,2,2,12,1,1,1,9,1060900
4001,3,4,3,22,1,0,1,6,1263352
4381,2,2,1,35,1,1,1,2,1013581
3467,4,3,3,17,0,0,1,9,1373865
2572,6,5,2,1,0,0,0,5,1174477
5799,2,5,2,37,0,0,1,9,1622957
2130,5,2,2,39,1,1,0,8,976277
3356,1,1,3,25,1,1,1,6,939224
4278,3,4,3,30,1,1,0,2,1273832
5540,5,2,3,26,0,0,0,8,1620552
972,4,3,3,2,1,1,1,8,916134
4191,3,4,3,36,1,1,0,9,1421167
1707,4,2,1,2,1,1,1,9,1020905
3540,4,4,1,25,1,1,0,6,1209689
791,3,1,3,22,0,0,0,8,682225
3870,5,3,1,35,0,0,0,7,1236675
2648,1,4,1,34,0,0,1,3,723128
2337,1,3,3,18,0,1,0,9,903689
931,2,2,2,16,0,0,0,5,520090
2675,5,3,2,10,0,1,1,7,1176449
4156,4,1,1,6,0,1,0,2,1097272
1147,6,5,2,3,0,1,1,2,877494
2385,6,5,1,23,0,1,1,7,1243650
1333,1,4,2,10,0,0,1,3,585350
2325,4,3,1,8,1,1,0,9,1122767
402,1,1,1,29,1,1,1,1,160164
3942,6,5,3,20,0,1,1,3,1370008
5312,5,5,2,14,1,1,0,7,1769213
2953,1,3,1,35,1,1,1,9,966031
2443,6,1,3,10,1,0,1,3,979333
3887,6,5,3,33,0,1,1,3,1325177
767,5,1,1,2,1,0,1,9,781805
3217,6,4,1,15,1,0,1,5,1317782
3391,4,5,2,8,0,0,0,8,1256287
759,5,3,2,8,1,0,1,1,630137
2230,3,3,2,17,0,0,0,2,771874
2095,5,1,3,16,1,1,0,8,1054294
5290,3,5,3,37,0,1,1,7,1634108
2365,4,3,3,4,0,1,1,8,1134201
2270,6,2,1,33,1,1,0,5,1072304
3659,4,5,2,30,1,1,1,5,1350295
2034,4,5,1,28,1,1,1,3,894783
3706,2,1,1,11,0,1,0,9,1161050
1362,1,5,1,6,1,1,0,6,728597
2270,1,3,2,6,0,1,1,7,840200
5076,2,5,3,5,1,0,1,9,1585837
3051,3,4,2,32,0,0,1,6,1011863
5943,1,5,2,7,0,1,1,8,1639575
2109,3,3,2,7,0,0,1,2,817957
4453,6,3,2,22,1,0,1,4,1509090
3858,1,3,3,21,0,1,1,1,981909
2625,2,3,1,2,0,0,0,3,867342
5237,1,1,2,7,1,0,1,8,1402936
4595,5,2,2,9,0,1,1,9,1476703
2257,3,2,3,19,1,1,0,6,941771
4677,2,3,2,19,0,1,1,3,1270004
2376,2,2,1,12,0,1,0,2,708065
2152,6,5,3,29,1,1,0,5,1165734
1421,6,4,3,0,1,1,0,6,1093059
1749,1,3,1,36,0,1,1,5,675284
457,3,3,2,14,1,0,1,3,591141
483,5,4,3,39,1,0,1,9,809024
4563,5,2,1,3,0,0,0,2,1216781
5188,5,3,3,0,0,0,0,8,1594172
3889,3,4,3,39,0,1,0,3,1145931
1610,1,5,2,19,0,1,0,9,828486
4297,4,1,3,17,0,0,0,1,1058299
4661,3,2,1,4,0,0,1,6,1222770
1307,2,3,3,37,0,0,0,8,655617
605,3,5,3,1,1,1,0,9,811215
2503,2,1,1,33,0,1,0,5,743405
4239,1,1,1,16,1,0,1,4,970555
3869,2,5,2,33,0,1,0,4,1132459
2792,5,1,3,15,0,0,1,7,1128655
674,5,3,3,4,0,0,0,8,861809
2056,6,5,3,26,0,0,0,7,1235418
5601,1,5,1,16,1,1,1,5,1366824
640,2,4,3,23,1,1,0,4,654762
5851,3,1,2,2,1,0,1,7,1601744
2319,3,4,3,36,1,0,1,6,910050
5074,3,5,2,38,0,0,0,8,1522905
3288,2,5,3,20,1,0,0,1,983488
5100,6,3,1,35,0,0,1,4,1557600
427,3,1,3,13,0,0,1,9,566163
2692,1,5,2,20,0,0,0,3,825310
4197,5,4,1,34,1,1,1,9,1459173
3344,4,3,3,25,1,0,0,5,1209550
1307,6,1,2,17,0,0,1,4,766959
5587,4,2,2,16,0,0,0,1,1416297
5906,6,5,3,29,0,1,0,4,1794179
4490,3,3,3,17,1,0,0,5,1241860
4112,2,1,3,6,0,1,0,6,1169437
4114,6,4,2,38,0,0,0,6,1347721
4498,2,5,1,18,0,0,0,3,1228480
3335,4,4,2,16,1,0,0,9,1270883
2593,1,3,2,28,0,0,0,7,901381
5801,3,2,3,9,0,0,1,7,1638157
4999,6,1,3,9,0,0,1,8,1542211
3109,2,4,1,22,1,0,1,2,888886
3979,1,3,3,17,0,0,0,4,1133090
2274,1,2,3,36,0,1,0,9,912201
4821,2,1,2,35,1,0,1,2,1162655
5929,1,4,1,18,1,1,1,7,1593799
5217,1,4,2,35,0,0,0,7,1387449
3599,4,4,1,15,1,0,0,5,1177359
3452,3,3,2,8,0,1,1,2,1088044
926,3,5,2,15,1,0,1,6,742270
5411,5,1,1,19,1,1,1,1,1370696
4485,4,5,2,7,1,0,1,9,1588904
2859,6,5,3,13,0,0,0,6,1253219
1076,3,3,1,14,0,1,1,7,649003
1658,3,2,3,23,0,0,0,4,737832
1602,6,1,3,28,1,0,1,1,861045
2505,4,4,3,32,0,0,0,4,917381
408,1,3,3,37,0,0,0,1,303772
2480,3,5,3,20,0,0,1,3,1028728
848,4,5,2,17,0,0,0,6,824712
3607,2,5,2,9,1,0,0,8,1235024
5569,3,3,2,25,0,0,1,5,1518672
3334,3,5,3,21,0,0,0,8,1175513
4209,5,5,1,20,0,1,1,6,1440123
3263,5,3,3,36,1,1,1,2,1187157
2510,6,1,1,35,1,1,1,1,855872
3446,2,2,2,28,1,1,1,1,942444
488,6,3,1,28,0,1,1,4,697173
3824,6,4,1,30,1,1,1,8,1485268
856,1,5,1,21,1,1,0,4,602311
4359,5,5,3,12,0,0,0,3,1393583
4987,2,4,2,13,1,0,1,6,1360184
1664,2,5,1,6,0,1,0,9,866996
776,4,1,3,4,1,0,0,2,489163
482,4,3,2,6,0,1,0,1,450180
4760,2,1,1,8,0,0,1,3,1188770
5736,3,5,2,18,0,0,0,5,1586439
2084,1,3,3,35,1,1,0,2,613178
4003,2,2,1,7,1,1,0,8,1273471
2331,2,4,3,14,1,0,0,2,737906
3702,1,2,3,39,1,0,0,4,972876
3393,6,5,3,20,1,0,1,6,1458263
4958,4,3,1,15,0,1,0,4,1341156
1941,6,3,1,26,1,0,1,3,934671
4296,3,4,2,7,0,0,1,9,1356613
4820,3,3,2,35,0,1,0,1,1242772
478,2,4,3,32,1,1,0,7,698420
623,2,2,3,7,1,1,0,7,616712
3026,6,3,2,25,0,0,0,6,1151361
5138,4,2,1,13,1,1,1,8,1530829
575,1,4,1,7,0,1,1,5,467374
3287,4,5,3,37,0,0,0,6,1281184
5524,6,1,2,22,1,1,0,1,1443532
2302,3,5,3,24,0,0,0,9,1115298
3999,3,4,1,35,0,1,0,2,1176193
5757,3,4,1,24,0,0,0,5,1444270
1476,4,5,1,39,1,1,0,5,848547
2208,1,1,2,30,1,0,1,2,590500
5302,3,2,1,38,1,0,1,3,1259546
2324,6,2,3,25,0,1,1,8,1209884
5095,5,1,2,5,0,0,0,3,1326495
4776,2,3,2,27,0,1,0,6,1282634
535,5,1,3,16,0,0,1,2,565674
5470,1,2,1,18,1,0,0,2,1155016
4786,2,4,3,19,0,1,0,6,1385281
681,1,4,3,13,0,0,1,3,434771
4339,4,5,3,10,1,1,0,5,1417945
1905,2,5,3,28,0,1,1,5,890790
1202,6,2,3,36,0,1,0,6,795413
1926,6,5,2,17,1,1,0,6,1070070
3230,6,3,1,11,0,0,1,8,1377277
2872,6,5,3,7,1,1,0,9,1352025
4659,3,3,3,12,1,0,0,1,1229254
2883,6,3,3,10,0,0,1,6,1250021
506,3,5,2,15,0,1,1,7,703049
4359,2,3,3,7,1,0,1,4,1259298
1865,1,1,3,17,0,1,0,5,571804
5481,1,2,1,37,0,1,0,4,1180824
1581,4,4,2,22,1,1,1,2,855746
1036,1,3,3,18,0,0,0,3,554673
5747,6,4,2,0,0,1,1,9,1901621
2377,2,4,2,20,0,1,1,3,799755
2400,4,5,3,7,0,1,1,4,996465
5736,4,4,2,24,1,0,1,8,1709442
3802,2,1,3,0,0,0,1,4,985488
1354,3,4,1,26,0,1,1,1,618182
